"コード","大学名","学部名","学科名"
"012506014010","東京学芸大学","教育","芸術/書道-前期"
"012506014110","東京学芸大学","教育","初等/学校心理-前期"
"012506014130","東京学芸大学","教育","初等/学校心理-後期"
"012506014210","東京学芸大学","教育","初等/英語-前期"
"012506014310","東京学芸大学","教育","養護教育-前期"
"012506014410","東京学芸大学","教育","初等/情報教育-前期"
"012506014430","東京学芸大学","教育","初等/情報教育-後期"
"012506014510","東京学芸大学","教育","初等/ものづくり教育-前期"
"013011510110","東京農工大学","工","機械システム工-前期"
"013011510130","東京農工大学","工","機械システム工-後期"
"013011510210","東京農工大学","工","電気電子工-前期"
"013011510230","東京農工大学","工","電気電子工-後期"
"013011510310","東京農工大学","工","情報工-前期"
"013011510330","東京農工大学","工","情報工-後期"
"006011580730","秋田大学","工学資源","材料工-後期"
"006011580810","秋田大学","工学資源","生命化学-前期"
"006011580830","秋田大学","工学資源","生命化学-後期"
"006013010110","秋田大学","医","医学-前期"
"006013010130","秋田大学","医","医学-後期"
"006013010210","秋田大学","医","保健/看護学-前期"
"006013010230","秋田大学","医","保健/看護学-後期"
"006013010310","秋田大学","医","保健/作業療法学-前期"
"006013010330","秋田大学","医","保健/作業療法学-後期"
"006013010410","秋田大学","医","保健/理学療法学-前期"
"006013010430","秋田大学","医","保健/理学療法学-後期"
"006501110110","山形大学","人文","人間文化-前期"
"006501110130","山形大学","人文","人間文化-後期"
"006501110310","山形大学","人文","法経政策-前期"
"006501110330","山形大学","人文","法経政策-後期"
"006506060910","山形大学","地域教育文化","地域教育文化/児童教育-前期"
"006506060930","山形大学","地域教育文化","地域教育文化/児童教育-後期"
"006506061010","山形大学","地域教育文化","地域教育文化/異文化交流-前期"
"006506061110","山形大学","地域教育文化","地域教育文化/造形芸術-前期"
"006506061210","山形大学","地域教育文化","地域教育文化/音楽芸術-前期"
"006506061310","山形大学","地域教育文化","地域教育文化/スポーツ文化-前期"
"006506061410","山形大学","地域教育文化","地域教育文化/食環境デザイン-前期"
"006506061430","山形大学","地域教育文化","地域教育文化/食環境デザイン-後期"
"006506061510","山形大学","地域教育文化","地域教育文化/生活環境科学-前期"
"006506061530","山形大学","地域教育文化","地域教育文化/生活環境科学-後期"
"006506061610","山形大学","地域教育文化","地域教育文化/システム情報学-前期"
"006506061630","山形大学","地域教育文化","地域教育文化/システム情報学-後期"
"006510810110","山形大学","理","数理科学-前期"
"006510810130","山形大学","理","数理科学-後期"
"006510810210","山形大学","理","物理-前期"
"006510810230","山形大学","理","物理-後期"
"006510810310","山形大学","理","物質生命化学-前期"
"006510810330","山形大学","理","物質生命化学-後期"
"006510810410","山形大学","理","生物-前期"
"006510810430","山形大学","理","生物-後期"
"006510810510","山形大学","理","地球環境-前期"
"006510810530","山形大学","理","地球環境-後期"
"006511510110","山形大学","工","機械システム工-前期"
"006511510130","山形大学","工","機械システム工-後期"
"006511510210","山形大学","工","電気電子工-前期"
"006511510230","山形大学","工","電気電子工-後期"
"006511510310","山形大学","工","情報科学-前期"
"006511510330","山形大学","工","情報科学-後期"
"006511510410","山形大学","工","機能高分子工-前期"
"006511510430","山形大学","工","機能高分子工-後期"
"006511510510","山形大学","工","物質化学工-前期"
"006511510530","山形大学","工","物質化学工-後期"
"006511510610","山形大学","工","応用生命システム工-前期"
"006511510630","山形大学","工","応用生命システム工-後期"
"006511510710","山形大学","工","バイオ化学工-前期"
"006511510730","山形大学","工","バイオ化学工-後期"
"006513010110","山形大学","医","医学-前期"
"006513010130","山形大学","医","医学-後期"
"006513010210","山形大学","医","看護-前期"
"006515510410","山形大学","農","食料生命環境-前期"
"006515510430","山形大学","農","食料生命環境-後期"
"006535330710","山形大学","工･フレックス","システム創成工-前期"
"007005120110","福島大学","人文社会","行政政策-前期"
"007005120130","福島大学","人文社会","行政政策-後期"
"007005120210","福島大学","人文社会","人間/人間発達-前期"
"007005120310","福島大学","人文社会","人間/文化探究-前期"
"007005120510","福島大学","人文社会","経済経営-前期"
"007005120530","福島大学","人文社会","経済経営-後期"
"007005120630","福島大学","人文社会","人間発達文化-後期"
"007005120710","福島大学","人文社会","人間/スポーツ・芸術創造(音楽)-前期"
"007005120810","福島大学","人文社会","人間/スポーツ・芸術創造(美術)-前期"
"007005120910","福島大学","人文社会","人間/スポーツ・芸術創造(体育)-前期"
"007011010410","福島大学","理工","共生システム理工-前期"
"007011010430","福島大学","理工","共生システム理工-後期"
"007501110310","茨城大学","人文","社会科学-前期"
"007501110330","茨城大学","人文","社会科学-後期"
"007501110410","茨城大学","人文","人文コミュニケーション-前期"
"007501110430","茨城大学","人文","人文コミュニケーション-後期"
"007506010110","茨城大学","教育","学校/教育基礎-前期"
"007506010130","茨城大学","教育","学校/教育基礎-後期"
"007506010210","茨城大学","教育","学校/言語･社会教育系/英語-前期"
"007506010230","茨城大学","教育","学校/言語･社会教育系/英語-後期"
"007506010310","茨城大学","教育","学校/言語･社会教育系/国語-前期"
"007506010330","茨城大学","教育","学校/言語･社会教育系/国語-後期"
"007506010410","茨城大学","教育","学校/理数/数学-前期"
"007506010430","茨城大学","教育","学校/理数/数学-後期"
"007506010510","茨城大学","教育","学校/理数/理科-前期"
"007506010530","茨城大学","教育","学校/理数/理科-後期"
"007506010610","茨城大学","教育","学校/言語･社会/社会-前期"
"007506010630","茨城大学","教育","学校/言語･社会/社会-後期"
"007506010710","茨城大学","教育","学校/技術-前期"
"007506010730","茨城大学","教育","学校/技術-後期"
"007506010810","茨城大学","教育","学校/家庭-前期"
"007506010830","茨城大学","教育","学校/家庭-後期"
"007506010910","茨城大学","教育","学校/音楽-前期"
"007506010930","茨城大学","教育","学校/音楽-後期"
"007506011010","茨城大学","教育","学校/美術-前期"
"007506011030","茨城大学","教育","学校/美術-後期"
"007506011110","茨城大学","教育","学校/保健体育-前期"
"007506011130","茨城大学","教育","学校/保健体育-後期"
"007506011210","茨城大学","教育","学校/特別支援教育-前期"
"007506011230","茨城大学","教育","学校/特別支援教育-後期"
"007506011310","茨城大学","教育","養護教諭養成-前期"
"007506011330","茨城大学","教育","養護教諭養成-後期"
"007506011610","茨城大学","教育","情報/生活デザイン-前期"
"007506011630","茨城大学","教育","情報/生活デザイン-後期"
"007506011710","茨城大学","教育","情報/アート文化-前期"
"007506011730","茨城大学","教育","情報/アート文化-後期"
"007506011810","茨城大学","教育","人間/環境-前期"
"007506011830","茨城大学","教育","人間/環境-後期"
"007506011910","茨城大学","教育","人間/心理-前期"
"007506011930","茨城大学","教育","人間/心理-後期"
"007506012010","茨城大学","教育","人間/スポーツ-前期"
"007506012030","茨城大学","教育","人間/スポーツ-後期"
"007506012110","茨城大学","教育","人間/健康-前期"
"007506012130","茨城大学","教育","人間/健康-後期"
"007506012210","茨城大学","教育","情報/社会文化-前期"
"007506012230","茨城大学","教育","情報/社会文化-後期"
"007510810410","茨城大学","理","理学/数学・情報数理-前期"
"007510810430","茨城大学","理","理学/数学・情報数理-後期"
"007510810510","茨城大学","理","理学/物理-前期"
"007510810530","茨城大学","理","理学/物理-後期"
"007510810610","茨城大学","理","理学/化学-前期"
"007510810630","茨城大学","理","理学/化学-後期"
"007510810710","茨城大学","理","理学/生物科学-前期"
